Name,Type,Breed,Outcome Type,Days in Shelter
*ASHLEY,DOG,CHIHUAHUA SH,ADOPTION,26
*LOUIS,CAT,DOMESTIC SH,ADOPTION,43
*EDDIE,OTHER,REX,TRANSFER,42
*SOLAR,CAT,DOMESTIC SH,ADOPTION,27
,CAT,DOMESTIC SH,EUTHANIZE,0
*BOSCO,DOG,BOSTON TERRIER,ADOPTION,8
OSO,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
,OTHER,RABBIT SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,3
,CAT,DOMESTIC SH,TRANSFER,6
RATA,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
ANIKA,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,0
JOJO,DOG,POODLE MIN/MIX,RETURN TO OWNER,1
LINUS,CAT,DOMESTIC SH,RETURN TO OWNER,14
WALKER,DOG,PIT BULL/MIX,EUTHANIZE,43
MAYA,CAT,DOMESTIC SH,ADOPTION,34
LOUIE,DOG,CATAHOULA/BORDER COLLIE,ADOPTION,7
*GINNY,DOG,LABRADOR RETR/MIX,TRANSFER,12
,OTHER,PARAKEET,RETURN TO OWNER,1
,DOG,PIT BULL/MIX,EUTHANIZE,10
BIG YELLOW,CAT,DOMESTIC SH,RETURN TO OWNER,0
,DOG,CHIHUAHUA SH/PARSON RUSS TER,EUTHANIZE,12
STEVIE,DOG,PIT BULL,ADOPTION,35
MOCA,DOG,PIT BULL,EUTHANIZE,13
MOLLY,DOG,LABRADOR RETR/BORDER COLLIE,RETURN TO OWNER,0
,OTHER,SHEEP,RETURN TO OWNER,1
,CAT,DOMESTIC MH,EUTHANIZE,3
HARLEY,CAT,DOMESTIC LH,ADOPTION,9
*ATHENA,CAT,DOMESTIC SH,ADOPTION,31
LOLA,DOG,PIT BULL/MIX,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,6
,DOG,LABRADOR RETR/MIX,TRANSFER,10
*MONTY,DOG,ROTTWEILER/AUST SHEPHERD,ADOPTION,26
RUDY,DOG,CHOW CHOW/MIX,RETURN TO OWNER,5
LINDSEY,DOG,PIT BULL,EUTHANIZE,16
,DOG,PIT BULL/MIX,TRANSFER,33
RAVEN,DOG,GERM SHEPHERD,RETURN TO OWNER,10
*HALEY,CAT,DOMESTIC SH,ADOPTION,3
,CAT,DOMESTIC MH,EUTHANIZE,0
BANDIT,DOG,BLUETICK HOUND,RETURN TO OWNER,0
CORA,CAT,DOMESTIC SH,ADOPTION,24
ROUDIE,DOG,PIT BULL,EUTHANIZE,17
GIZMO,DOG,SHIH TZU/MIX,RETURN TO OWNER,0
BUDDY,DOG,LABRADOR RETR/MIX,ADOPTION,9
*CUPID,CAT,DOMESTIC SH,TRANSFER,22
CANELO,DOG,CHIHUAHUA SH,EUTHANIZE,2
RUPERT,DOG,PARSON RUSS TER/DACHSHUND,RETURN TO OWNER,0
RUDY,DOG,CHIHUAHUA SH/MIX,TRANSFER,20
BAMBI,DOG,CHIHUAHUA SH,RETURN TO OWNER,5
,CAT,DOMESTIC SH,TRANSFER,3
*SKITTLES,DOG,PARSON RUSS TER,ADOPTION,3
*LOUIE,DOG,DOBERMAN PINSCH,TRANSFER,49
,CAT,DOMESTIC MH,RETURN TO OWNER,8
,DOG,PIT BULL,RETURN TO OWNER,10
BOGEY,DOG,BORDER COLLIE,RETURN TO OWNER,7
*KENNY,CAT,DOMESTIC MH,ADOPTION,41
BUTTERNUT,CAT,DOMESTIC SH,RETURN TO OWNER,3
*PEARL,DOG,ROTTWEILER,TRANSFER,30
,CAT,DOMESTIC LH,TRANSFER,12
*ANTONIO,DOG,CHIHUAHUA SH/MIX,ADOPTION,17
CLEO,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,17
,CAT,DOMESTIC LH,RETURN TO OWNER,6
*ELMO,CAT,DOMESTIC SH,ADOPTION,20
SCHNITZEL,DOG,GERM SHEPHERD,RETURN TO OWNER,1
*LORIE,CAT,DOMESTIC SH,ADOPTION,18
BO,DOG,AMER BULLDOG/MIX,RETURN TO OWNER,1
*ANNE,CAT,DOMESTIC SH,ADOPTION,23
,CAT,DOMESTIC SH,DISPOSAL,0
BEACH BOY,CAT,DOMESTIC SH,ADOPTION,23
BOWZER,DOG,BORDER TERRIER/MIX,ADOPTION,17
,CAT,DOMESTIC SH,RETURN TO OWNER,4
,CAT,DOMESTIC SH,EUTHANIZE,2
HARLEY GIRL,DOG,CHIHUAHUA SH,TRANSFER,11
BLUE,DOG,PIT BULL,RETURN TO OWNER,5
*KIERA,CAT,DOMESTIC SH,ADOPTION,8
,CAT,DOMESTIC SH,TRANSFER,19
LEXI,DOG,WELSH CORGI CAR,ADOPTION,21
JAX,DOG,CHIHUAHUA SH,ADOPTION,21
*EDWARD,DOG,AMER BULLDOG/AM PIT BULL TER,ADOPTION,174
*CANDY,CAT,DOMESTIC SH,ADOPTION,19
*BREE,CAT,DOMESTIC SH,ADOPTION,18
LOU,DOG,LABRADOR RETR,RETURN TO OWNER,0
JOE,DOG,GOLDEN RETR/MIX,RETURN TO OWNER,1
LUNA,CAT,DOMESTIC SH,EUTHANIZE,11
,DOG,PIT BULL,EUTHANIZE,27
MYRTLE MAE,CAT,DOMESTIC SH,RETURN TO OWNER,9
,CAT,DOMESTIC SH,TRANSFER,3
FRISKY,CAT,DOMESTIC SH,ADOPTION,29
VAQUITA,DOG,PIT BULL,RETURN TO OWNER,2
GRIZELDA,DOG,CHIHUAHUA SH/MIX,ADOPTION,17
TACO,DOG,CHIHUAHUA SH/MIX,TRANSFER,1
COCO BEAN,DOG,PIT BULL/ALASK MALAMUTE,ADOPTION,107
,DOG,SHIBA INU/MIX,EUTHANIZE,44
,DOG,GERM SHEPHERD/MIX,EUTHANIZE,8
SHADOW,DOG,POMERANIAN/MIX,RETURN TO OWNER,2
OZZIE,DOG,LABRADOR RETR,RETURN TO OWNER,2
VINNIE,DOG,GERM SHEPHERD,RETURN TO OWNER,0
CHOCOLATE,OTHER,RABBIT SH,TRANSFER,20
,DOG,GERM SHEPHERD/MIX,TRANSFER,2
MAC,CAT,DOMESTIC SH,ADOPTION,49
CALI,DOG,PIT BULL/MIX,RETURN TO OWNER,20
ROSIE,DOG,POODLE MIN/MIX,RETURN TO OWNER,0
YESKA,DOG,GERM SHEPHERD,RETURN TO OWNER,6
NINA,DOG,PIT BULL,RETURN TO OWNER,0
RORY,CAT,DOMESTIC SH,RETURN TO OWNER,1
KEYRO,DOG,POODLE MIN,TRANSFER,29
,CAT,DOMESTIC SH,TRANSFER,13
*HANNAH,CAT,DOMESTIC SH,ADOPTION,24
BELLS,DOG,CHIHUAHUA LH/MIX,RETURN TO OWNER,1
MAX,DOG,BOXER/MIX,RETURN TO OWNER,1
TIGGER,CAT,DOMESTIC SH,EUTHANIZE,14
KILO,DOG,PIT BULL,RETURN TO OWNER,5
*PEPSI,DOG,PIT BULL,TRANSFER,0
YUKI,DOG,SIBERIAN HUSKY,ADOPTION,17
SEDONA,DOG,PIT BULL,RETURN TO OWNER,3
*MAX,CAT,DOMESTIC MH,ADOPTION,8
,CAT,DOMESTIC SH,EUTHANIZE,8
,OTHER,ANGORA-FRENCH/FLEMISH GIANT,EUTHANIZE,1
*JASMINE,DOG,CHIHUAHUA SH/MIX,ADOPTION,9
NIYA,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,17
ELSA,DOG,PIT BULL,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,3
,DOG,LABRADOR RETR,TRANSFER,15
,CAT,DOMESTIC SH,EUTHANIZE,0
*PAMMY,CAT,DOMESTIC SH,ADOPTION,80
EMMA,DOG,CHIHUAHUA SH,ADOPTION,17
KATIE,DOG,SCHNAUZER MIN,TRANSFER,15
*PORSCHE,DOG,DACHSHUND,ADOPTION,1
,OTHER,GOAT,RETURN TO OWNER,19
GRACIE,DOG,PARSON RUSS TER,ADOPTION,63
MADGE,DOG,ANATOL SHEPHERD,RETURN TO OWNER,0
*SHERBERT,DOG,POMERANIAN,TRANSFER,9
,DOG,GERM SHEPHERD,TRANSFER,23
,CAT,SIAMESE/MIX,EUTHANIZE,0
,CAT,DOMESTIC SH,EUTHANIZE,0
ROSIE,DOG,MIN PINSCHER,RETURN TO OWNER,1
*MYSTIQUE,CAT,DOMESTIC SH,ADOPTION,41
GOTTI,DOG,PIT BULL,RETURN TO OWNER,0
KIKO,DOG,POODLE MIN,RETURN TO OWNER,4
BUSTER,DOG,RAT TERRIER,ADOPTION,7
CHICO,DOG,PIT BULL,RETURN TO OWNER,1
RUSTY,DOG,FOX TERR SMOOTH/CHIHUAHUA SH,ADOPTION,16
MAX,DOG,GERM SHEPHERD,RETURN TO OWNER,19
,OTHER,BAT,EUTHANIZE,0
,OTHER,HAMSTER,TRANSFER,17
*RIZZO,DOG,SHIH TZU,ADOPTION,7
PANCHO,DOG,GERM SHEPHERD,RETURN TO OWNER,0
*RUMPLES,DOG,CHIHUAHUA SH,ADOPTION,15
,DOG,CHIHUAHUA SH,TRANSFER,31
*ELTON,CAT,SIAMESE,TRANSFER,15
,OTHER,SHEEP,TRANSFER,14
,OTHER,CHICKEN,TRANSFER,17
CASPER,CAT,DOMESTIC SH,ADOPTION,15
,OTHER,MOUSE,EUTHANIZE,4
LUNA,OTHER,GUINEA PIG,ADOPTION,54
BRUNO,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
JACK,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
*CROSBY,CAT,DOMESTIC SH,ADOPTION,38
GRACIE,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,1
GRACIE,DOG,CHIHUAHUA SH,ADOPTION,20
SHEEBA,DOG,PIT BULL/MIX,RETURN TO OWNER,1
*NEWTON,DOG,CAIRN TERRIER/MIX,TRANSFER,24
,DOG,GERM SHEPHERD/MIX,EUTHANIZE,45
,CAT,DOMESTIC SH,EUTHANIZE,2
LUCY,DOG,SIBERIAN HUSKY,RETURN TO OWNER,4
,CAT,DOMESTIC SH,TRANSFER,3
,CAT,SIAMESE,TRANSFER,0
,CAT,DOMESTIC SH,DIED,1
*SPARKY,CAT,DOMESTIC SH,ADOPTION,35
*TORI,CAT,DOMESTIC SH,ADOPTION,5
NELLIE,OTHER,PIG,RETURN TO OWNER,3
GIRL,DOG,PIT BULL,EUTHANIZE,16
PARIS,DOG,CHIHUAHUA SH,RETURN TO OWNER,5
DEMI,CAT,DOMESTIC SH,ADOPTION,62
,CAT,DOMESTIC SH,RETURN TO OWNER,3
*ORION,CAT,DOMESTIC SH,ADOPTION,61
,DOG,PIT BULL,EUTHANIZE,16
CRUNCHY,DOG,AUST CATTLE DOG,RETURN TO OWNER,1
,CAT,DOMESTIC SH,RETURN TO OWNER,6
MARY,DOG,PIT BULL,RETURN TO OWNER,15
WALLY,CAT,DOMESTIC SH,RETURN TO OWNER,0
RAMSES,DOG,BOXER,RETURN TO OWNER,0
*YETI,DOG,GREAT PYRENEES,ADOPTION,5
,OTHER,COCKATIEL,TRANSFER,0
MACY,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,0
,DOG,PIT BULL,EUTHANIZE,19
ANDY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,RETURN TO OWNER,0
,DOG,PIT BULL,EUTHANIZE,0
*HUEY,CAT,DOMESTIC SH,ADOPTION,25
,CAT,DOMESTIC SH,TRANSFER,0
ROCKY,DOG,PIT BULL,ADOPTION,84
DAYO,DOG,PIT BULL/GERM SHEPHERD,ADOPTION,91
COCOA,DOG,DOBERMAN PINSCH,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
*JANELL,CAT,DOMESTIC MH,ADOPTION,39
CAINE,DOG,PIT BULL,RETURN TO OWNER,0
BROWNIE,DOG,MIN PINSCHER,RETURN TO OWNER,0
LILY,CAT,DOMESTIC SH,RETURN TO OWNER,1
BUBU,DOG,POODLE MIN/MIX,ADOPTION,14
OSO,DOG,LHASA APSO,RETURN TO OWNER,3
CELINE,CAT,DOMESTIC LH,ADOPTION,14
*DUKE,DOG,GERM SHEPHERD/MIX,ADOPTION,20
*HALEY,CAT,DOMESTIC SH,ADOPTION,14
,CAT,SIAMESE,RETURN TO OWNER,16
KOA,DOG,LABRADOR RETR,EUTHANIZE,24
ROXY,DOG,MALTESE,RETURN TO OWNER,1
LEXI,DOG,GREAT PYRENEES/CATAHOULA,ADOPTION,7
,OTHER,RABBIT SH,TRANSFER,18
SHELDON,DOG,PIT BULL/MIX,EUTHANIZE,120
,DOG,CHIHUAHUA SH,TRANSFER,10
WINGNUT MELODY,DOG,PIT BULL/MIX,RETURN TO OWNER,5
ROMEO,DOG,CHIHUAHUA SH/MIX,TRANSFER,22
,CAT,DOMESTIC SH,TRANSFER,5
SPIDERMAN,DOG,PUG,RETURN TO OWNER,3
*PAUL,CAT,DOMESTIC LH,ADOPTION,18
*OLAF,CAT,SIAMESE/MIX,ADOPTION,0
ARIEL,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,6
GLO,DOG,CHIHUAHUA SH,ADOPTION,10
PALOMO,DOG,MALTESE/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,0
ROSIE,DOG,GERM SHEPHERD/BELG MALINOIS,RETURN TO OWNER,4
,CAT,DOMESTIC SH,EUTHANIZE,1
GABBANA,DOG,POODLE MIN,RETURN TO OWNER,4
*BIANCA,DOG,MALTESE,ADOPTION,18
OLIVE,DOG,CATAHOULA,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,0
PELUCHE,DOG,YORKSHIRE TERR,RETURN TO OWNER,2
FIGARO,CAT,DOMESTIC SH,ADOPTION,46
,CAT,DOMESTIC MH,EUTHANIZE,0
KALI,DOG,YORKSHIRE TERR,RETURN TO OWNER,0
BUDDY,DOG,BOSTON TERRIER,RETURN TO OWNER,1
SAMPSON,DOG,SCHNAUZER MIN,ADOPTION,30
IZZY,CAT,DOMESTIC SH,ADOPTION,35
*ANAKIN,DOG,PARSON RUSS TER/CHIHUAHUA SH,ADOPTION,7
,DOG,PIT BULL,EUTHANIZE,19
BUBBLES,DOG,FOX TERR SMOOTH/MIX,TRANSFER,0
GARFIELD,CAT,DOMESTIC SH,RETURN TO OWNER,3
SNOOPY,DOG,PIT BULL,EUTHANIZE,33
BIRD DOG,DOG,CHIHUAHUA SH,RETURN TO OWNER,2
BEBE,CAT,DOMESTIC SH,RETURN TO OWNER,6
,CAT,SIAMESE,EUTHANIZE,1
SUKI,CAT,DOMESTIC SH,RETURN TO OWNER,1
*SPIKE,CAT,DOMESTIC SH,ADOPTION,55
,CAT,DOMESTIC SH,TRANSFER,6
PRINCESS,DOG,CHIHUAHUA SH/MIX,ADOPTION,22
LEO,CAT,DOMESTIC SH,ADOPTION,27
,DOG,GERM SHEPHERD/BORDER COLLIE,EUTHANIZE,3
LUNA,DOG,LABRADOR RETR,RETURN TO OWNER,2
BALTO,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
THOR,DOG,BOXER/SHIBA INU,RETURN TO OWNER,1
,OTHER,BAT,TRANSFER,1
MOJO,DOG,PARSON RUSS TER/MIX,ADOPTION,43
HOPE,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,0
FRANKIE,CAT,DOMESTIC SH,RETURN TO OWNER,3
LOU,DOG,PIT BULL,RETURN TO OWNER,1
BLAKE,DOG,POODLE MIN/MIX,RETURN TO OWNER,1
BEAR,DOG,GOLDEN RETR,RETURN TO OWNER,1
,DOG,WELSH CORGI CAR/MIX,TRANSFER,11
*JEREMIAH,CAT,DOMESTIC SH,DISPOSAL,7
,OTHER,SHEEP,RETURN TO OWNER,0
*BITSY,CAT,SIAMESE/MIX,ADOPTION,27
BLANCA,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
RED,DOG,BLOODHOUND,RETURN TO OWNER,1
RIGBY,DOG,LABRADOR RETR/MIX,ADOPTION,22
*RILEY,CAT,DOMESTIC SH,ADOPTION,31
JESSIE,DOG,PIT BULL,ADOPTION,17
,CAT,DOMESTIC SH,EUTHANIZE,0
*NOLAN,CAT,SIAMESE,ADOPTION,14
NOVA,DOG,SIBERIAN HUSKY,RETURN TO OWNER,3
*ARDITH,DOG,PARSON RUSS TER/MIX,ADOPTION,18
*OLIVIA,OTHER,RABBIT SH,TRANSFER,15
MAGGIE,DOG,LABRADOR RETR,RETURN TO OWNER,0
PEANUT,DOG,CHIHUAHUA SH/MIX,ADOPTION,17
SHERBY,CAT,DOMESTIC LH,RETURN TO OWNER,1
ROSITA,DOG,SCHNAUZER MIN,RETURN TO OWNER,3
ASLAN,CAT,DOMESTIC SH,ADOPTION,51
DOLLY,DOG,POODLE MIN,RETURN TO OWNER,8
,DOG,BEAGLE,TRANSFER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,7
*TAMMY,CAT,DOMESTIC SH,ADOPTION,66
,CAT,DOMESTIC SH,TRANSFER,0
CRICKET,DOG,CHIHUAHUA SH,ADOPTION,9
,OTHER,GOAT,RETURN TO OWNER,0
*MONKEY,CAT,DOMESTIC SH,ADOPTION,10
LUCY,DOG,GERM SHEPHERD,ADOPTION,30
*CANDY,CAT,DOMESTIC SH,ADOPTION,55
,CAT,DOMESTIC SH,EUTHANIZE,0
BOOPER,CAT,DOMESTIC SH,ADOPTION,7
*HEINEKIN,DOG,ROTTWEILER/MIX,TRANSFER,49
SHADOW,CAT,DOMESTIC MH,TRANSFER,51
PINTA,DOG,PIT BULL,EUTHANIZE,57
*CINDER,CAT,DOMESTIC SH,ADOPTION,63
,CAT,DOMESTIC SH,TRANSFER,3
ARCHIE,CAT,DOMESTIC SH,ADOPTION,10
,CAT,DOMESTIC SH,TRANSFER,2
CHEECH,DOG,MIN PINSCHER,RETURN TO OWNER,0
AESOP,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
ZOE,DOG,LABRADOR RETR,RETURN TO OWNER,0
*PERSEUS,DOG,CHIHUAHUA SH/MIX,TRANSFER,9
,CAT,DOMESTIC SH,EUTHANIZE,10
COCO,DOG,PIT BULL/MIX,RETURN TO OWNER,1
DOUGLAS,DOG,CHIHUAHUA SH,RETURN TO OWNER,0
DEXTER,CAT,DOMESTIC SH,ADOPTION,28
*MCGRUFF,DOG,AMER BULLDOG,TRANSFER,34
BUZZ,DOG,PIT BULL/MIX,RETURN TO OWNER,0
COCO,DOG,CHIHUAHUA SH,TRANSFER,23
CHARLIE,DOG,PIT BULL,RETURN TO OWNER,9
,CAT,DOMESTIC SH,RETURN TO OWNER,8
*MARY,CAT,DOMESTIC SH,ADOPTION,18
LILU,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,1
JASPER,DOG,PARSON RUSS TER,ADOPTION,2
,DOG,GERM SHEPHERD,RETURN TO OWNER,0
*HARRY,CAT,DOMESTIC SH,ADOPTION,59
PUCCHI,DOG,CHIHUAHUA SH,TRANSFER,34
JASPER,CAT,DOMESTIC SH,RETURN TO OWNER,8
DIAMOND,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,2
*CONNER,CAT,DOMESTIC SH,ADOPTION,12
MILO,CAT,DOMESTIC SH,EUTHANIZE,2
,DOG,PIT BULL,EUTHANIZE,19
BOO,OTHER,LOP-MINI,ADOPTION,31
SMOKEY,DOG,PIT BULL/MIX,RETURN TO OWNER,8
ZIPPER,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,3
*DAISY,DOG,PIT BULL/MIX,EUTHANIZE,27
,CAT,SIAMESE,TRANSFER,10
ROCKY,DOG,QUEENSLAND HEEL,RETURN TO OWNER,1
ZENA,DOG,AKITA/CHOW CHOW,RETURN TO OWNER,1
MAYA,DOG,WEST HIGHLAND/MALTESE,RETURN TO OWNER,0
LOUIS,DOG,BELG TERVUREN/MIX,RETURN TO OWNER,1
MICKEY,DOG,PIT BULL,RETURN TO OWNER,0
ARIA,DOG,PARSON RUSS TER/MIX,ADOPTION,14
*LUNA,CAT,DOMESTIC SH,ADOPTION,9
,OTHER,SHEEP,TRANSFER,14
,CAT,DOMESTIC SH,TRANSFER,15
DOONA,DOG,PIT BULL,RETURN TO OWNER,14
LUNA,DOG,LABRADOR RETR/DOBERMAN PINSCH,RETURN TO OWNER,7
*SCARLETT,DOG,PIT BULL,TRANSFER,35
KAIA,DOG,PIT BULL,RETURN TO OWNER,2
*PEANUT,DOG,CHIHUAHUA SH,ADOPTION,214
MELTEMI,CAT,DOMESTIC LH,ADOPTION,18
,OTHER,RABBIT SH,TRANSFER,1
,OTHER,RABBIT SH,EUTHANIZE,0
ACE,DOG,LABRADOR RETR,RETURN TO OWNER,1
FERGIE,CAT,DOMESTIC SH,RETURN TO OWNER,1
,CAT,MANX,EUTHANIZE,6
PICKLES,CAT,DOMESTIC SH,ADOPTION,60
,DOG,GERM SHEPHERD,EUTHANIZE,9
KOVU,DOG,GERM SHEPHERD,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,10
PRINCESS,DOG,BICHON FRISE,EUTHANIZE,8
BUSTER,DOG,BLACK/TAN HOUND/MIX,RETURN TO OWNER,3
*ZIPPY,OTHER,RABBIT SH,ADOPTION,24
ELSA,DOG,GERM SHEPHERD,TRANSFER,30
CINNAMON,DOG,CHIHUAHUA SH,TRANSFER,28
JACK,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,3
JERRY,DOG,GOLDEN RETR,RETURN TO OWNER,0
,OTHER,RABBIT SH,DIED,30
MEGAN,DOG,WELSH TERRIER,RETURN TO OWNER,0
KIZZY,CAT,DOMESTIC MH,ADOPTION,11
,DOG,BEAGLE,EUTHANIZE,10
MOLLY,DOG,PIT BULL/MIX,RETURN TO OWNER,8
,OTHER,GOAT,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,23
MONKEY,CAT,SIAMESE/MIX,EUTHANIZE,11
,CAT,DOMESTIC SH,EUTHANIZE,0
BUDDY,DOG,PIT BULL,RETURN TO OWNER,4
BODIE,DOG,CHIHUAHUA SH/PARSON RUSS TER,RETURN TO OWNER,10
PRINCESA,DOG,GERM SHEPHERD,RETURN TO OWNER,4
,OTHER,CHICKEN,EUTHANIZE,82
FACE,DOG,PIT BULL,RETURN TO OWNER,0
*GARTH,DOG,AUST CATTLE DOG/MIX,ADOPTION,14
,CAT,DOMESTIC SH,EUTHANIZE,0
KATIE,DOG,ALASK MALAMUTE,ADOPTION,29
MIMSI,DOG,BOSTON TERRIER/MIX,ADOPTION,42
*KEROPPI,OTHER,LOP-MINI,ADOPTION,51
SINBAD,CAT,DOMESTIC SH,ADOPTION,32
MURPHY,DOG,PIT BULL,RETURN TO OWNER,3
*MONICA,OTHER,RABBIT SH,TRANSFER,23
*WELLINGTON,DOG,TIBETAN TERR/MIX,TRANSFER,15
JULIAN,DOG,GERM SHEPHERD,EUTHANIZE,1
*SAGE,CAT,DOMESTIC MH,ADOPTION,28
SPARKY,CAT,DOMESTIC MH,EUTHANIZE,12
SCAR,CAT,DOMESTIC LH,ADOPTION,24
,CAT,DOMESTIC LH,EUTHANIZE,13
ZIGGY,CAT,DOMESTIC SH,ADOPTION,143
*PADDINGTON,DOG,GERM SHEPHERD/MIX,TRANSFER,8
BOO,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,6
MAX,OTHER,RABBIT SH,ADOPTION,28
,DOG,BOXER,TRANSFER,12
*MILLI,CAT,DOMESTIC SH,ADOPTION,44
*EMILY,OTHER,HAMSTER,ADOPTION,38
,OTHER,CHICKEN,ADOPTION,14
*RAJ,CAT,ABYSSINIAN/MIX,ADOPTION,8
,CAT,DOMESTIC SH,TRANSFER,3
*SIREN,DOG,PIT BULL,ADOPTION,112
,DOG,BEAGLE,TRANSFER,7
*SHAR,DOG,PIT BULL/CHINESE SHARPEI,ADOPTION,21
RASCAL,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
TANK,DOG,DACHSHUND,RETURN TO OWNER,1
*FLORA,OTHER,RABBIT LH,TRANSFER,36
NASH,DOG,GERM SHEPHERD/MIX,ADOPTION,137
,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
MAXWELL SMART,DOG,POODLE MIN/MIX,RETURN TO OWNER,1
GUS,DOG,PARSON RUSS TER/BEAGLE,ADOPTION,31
MONO,DOG,LABRADOR RETR/MIX,ADOPTION,48
*COURTNEY,CAT,DOMESTIC SH,ADOPTION,10
*HECTOR,DOG,CHIHUAHUA SH/MIX,TRANSFER,21
,CAT,DOMESTIC SH,RETURN TO OWNER,16
STAMPY,CAT,DOMESTIC SH,ADOPTION,14
*FLOR,DOG,GERM SHEPHERD/MIX,ADOPTION,8
TANK,DOG,AKITA/LABRADOR RETR,TRANSFER,31
,DOG,POODLE MIN/MIX,TRANSFER,13
*GINNY,CAT,DOMESTIC SH,ADOPTION,15
*PENNY,CAT,DOMESTIC SH,ADOPTION,34
CHARLIE,DOG,POMERANIAN/MIX,RETURN TO OWNER,0
,OTHER,RABBIT SH,EUTHANIZE,4
LADY,DOG,DACHSHUND LH,ADOPTION,13
*DEBS,CAT,DOMESTIC LH,ADOPTION,56
JACK,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,1
HENRY,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
ARLO,DOG,GERM SHEPHERD/MIX,ADOPTION,14
ROMEO,CAT,SIAMESE/MIX,ADOPTION,7
,OTHER,CHICKEN,ADOPTION,17
*GODIVA,DOG,PIT BULL,ADOPTION,8
CATALEYA,DOG,CANE CORSO,ADOPTION,18
SPARKY,DOG,RAT TERRIER/AUST CATTLE DOG,ADOPTION,10
CHAMP,DOG,CAIRN TERRIER/SCHNAUZER MIN,RETURN TO OWNER,5
*TINY TIM,DOG,CHIHUAHUA SH/MIX,ADOPTION,0
COAL,CAT,DOMESTIC SH,RETURN TO OWNER,3
,CAT,DOMESTIC SH,TRANSFER,4
FRECKLES,DOG,RAT TERRIER/MIX,ADOPTION,32
LOU,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,1
LANEY,DOG,CHIHUAHUA SH,ADOPTION,13
*DARLA,CAT,DOMESTIC SH,ADOPTION,14
CRYSTAL,DOG,CHIHUAHUA SH/MIX,ADOPTION,13
,OTHER,GOAT,RETURN TO OWNER,1
,DOG,PIT BULL/MIX,EUTHANIZE,14
,OTHER,RAT,TRANSFER,4
,CAT,DOMESTIC SH,TRANSFER,0
,DOG,PARSON RUSS TER/MIX,EUTHANIZE,14
MOLLY,DOG,PEKINGESE/MIX,RETURN TO OWNER,0
*ELLIE,CAT,DOMESTIC SH,ADOPTION,31
,CAT,DOMESTIC SH,DISPOSAL,1
,OTHER,FINCH,RETURN TO OWNER,1
PEANUT,CAT,DOMESTIC SH,RETURN TO OWNER,2
,CAT,DOMESTIC SH,EUTHANIZE,0
GIADA,DOG,ROTTWEILER,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,0
*KENDRA,CAT,DOMESTIC SH,ADOPTION,9
HAZEL,DOG,PIT BULL,EUTHANIZE,32
OREO,DOG,CHIHUAHUA SH,TRANSFER,31
MAMA,CAT,DOMESTIC SH,ADOPTION,181
PIXIE,DOG,CHIHUAHUA SH/MIX,ADOPTION,17
ROSCOE,DOG,ROTTWEILER/MIX,RETURN TO OWNER,1
MAYBE,DOG,PIT BULL/MIX,EUTHANIZE,15
NALA,DOG,BOXER/MIX,ADOPTION,15
COOKIE,DOG,POODLE MIN,EUTHANIZE,12
BUGS,CAT,DOMESTIC SH,EUTHANIZE,15
*BEN,CAT,DOMESTIC SH,ADOPTION,6
*PHIL,CAT,DOMESTIC SH,ADOPTION,2
SOOKI,DOG,PUG,RETURN TO OWNER,1
